Distance_(pixels),Gray_Value,
2224,27.531,0.138117694
2225,26.607,0.133482165
2226,26.759,0.13424472
2227,26.04,0.130637636
2228,26.116,0.131018913
2229,25.241,0.126629208
2230,24.982,0.125329855
2231,25.254,0.126694426
2232,24.625,0.123538855
2233,24.821,0.124522149
2234,24.335,0.122083981
2235,23.844,0.119620729
2236,23.884,0.119821402
2237,24.107,0.12094015
2238,23.603,0.118411679
2239,23.527,0.118030402
2240,23.562,0.11820599
2241,23.219,0.116485226
2242,22.786,0.114312948
2243,22.884,0.114804595
2244,22.759,0.114177495
2245,22.884,0.114804595
2246,22.652,0.113640696
2247,22.804,0.114403251
2248,22.612,0.113440024
2249,22.411,0.112431646
2250,21.902,0.109878092
2251,21.982,0.110279436
2252,21.978,0.110259369
2253,22.21,0.111423268
2254,22.25,0.11162394
2255,21.866,0.109697487
2256,21.754,0.109135604
2257,21.96,0.110169066
2258,21.871,0.109722571
2259,21.982,0.110279436
2260,22.098,0.110861386
2261,21.281,0.106762655
2262,21.911,0.109923243
2263,21.875,0.109742638
2264,21.549,0.108107159
2265,21.576,0.108242613
2266,21.438,0.107550293
2267,21.344,0.107078714
2268,20.857,0.104635529
2269,21.509,0.107906487
2270,21.362,0.107169016
2271,21.192,0.106316159
2272,21.424,0.107480058
2273,21.487,0.107796117
2274,21.192,0.106316159
2275,21.482,0.107771033
2276,21.138,0.106045252
2277,21.473,0.107725882
2278,21.058,0.105643907
2279,20.857,0.104635529
2280,21.576,0.108242613
2281,21.433,0.107525209
2282,21.406,0.107389756
2283,21.429,0.107505142
2284,21.089,0.105799428
2285,21.237,0.106541915
2286,21.013,0.105418151
2287,20.79,0.104299403
2288,21.147,0.106090403
2289,21.429,0.107505142
2290,20.741,0.104053579
2291,21.125,0.105980033
2292,20.906,0.104881353
2293,21.022,0.105463302
2294,21.17,0.106205789
2295,20.924,0.104971655
2296,20.871,0.104705764
2297,21.174,0.106225857
2298,20.754,0.104118798
2299,21.237,0.106541915
2300,20.83,0.104500075
2301,21.357,0.107143932
2302,20.911,0.104906437
2303,20.75,0.104098731
2304,21,0.105352932
2305,20.781,0.104254252
2306,21.286,0.106787739
2307,20.804,0.104369638
2308,20.67,0.103697386
2309,20.371,0.102197361
2310,20.897,0.104836201
2311,21.004,0.105373
2312,20.79,0.104299403
2313,21.429,0.107505142
2314,20.464,0.102663924
2315,20.897,0.104836201
2316,20.853,0.104615462
2317,20.415,0.102418101
2318,20.464,0.102663924
2319,20.531,0.10300005
2320,20.58,0.103245874
2321,21.089,0.105799428
2322,20.598,0.103336176
2323,20.799,0.104344554
2324,20.696,0.103827823
2325,20.911,0.104906437
2326,20.83,0.104500075
2327,21.009,0.105398084
2328,20.362,0.10215221
2329,20.737,0.104033512
2330,21.031,0.105508453
2331,20.902,0.104861285
2332,20.866,0.10468068
2333,20.576,0.103225806
2334,20.71,0.103898058
2335,21.545,0.108087092
2336,20.567,0.103180655
2337,20.429,0.102488336
2338,20.339,0.102036823
2339,20.312,0.10190137
2340,20.25,0.101590328
2341,20.326,0.101971605
2342,20.732,0.104008428
2343,20.576,0.103225806
2344,20.138,0.101028445
2345,20.004,0.100356193
2346,20.393,0.102307731
2347,20.375,0.102217428
2348,20.397,0.102327798
2349,20.21,0.101389655
2350,20.277,0.101725781
2351,20.594,0.103316109
2352,20.366,0.102172277
2353,21.33,0.107008478
2354,20.571,0.103200722
2355,20.661,0.103652235
2356,20.357,0.102127126
2357,20.643,0.103561932
2358,20.536,0.103025134
2359,20.379,0.102237496
2360,20.487,0.102779311
2361,20.504,0.102864596
2362,20.384,0.10226258
2363,20.455,0.102618773
2364,20.263,0.101655546
2365,20.634,0.103516781
2366,20.246,0.10157026
2367,21.116,0.105934882
2368,20.281,0.101745849
2369,20.317,0.101926454
2370,20.353,0.102107059
2371,20.652,0.103607084
2372,20.321,0.101946521
2373,20.647,0.103582
2374,20.478,0.102734159
2375,19.946,0.100065218
2376,20.179,0.101234134
2377,20.839,0.104545227
2378,20.08,0.100737471
2379,20.259,0.101635479
2380,19.964,0.100155521
2381,20.107,0.100872924
2382,20.339,0.102036823
2383,20.388,0.102282647
2384,20.281,0.101745849
2385,20.513,0.102909748
2386,20.777,0.104234185
2387,20.562,0.103155571
2388,20.705,0.103872974
2389,20.754,0.104118798
2390,20.821,0.104454924
2391,20.705,0.103872974
2392,20.094,0.100807706
2393,19.942,0.100045151
2394,20.562,0.103155571
2395,20.504,0.102864596
2396,20.062,0.100647168
2397,20.692,0.103807756
2398,20.277,0.101725781
2399,20.464,0.102663924
2400,20.21,0.101389655
2401,20.629,0.103491697
2402,20.326,0.101971605
2403,20.371,0.102197361
2404,20.451,0.102598706
2405,20.29,0.101791
2406,20.411,0.102398033
2407,20.812,0.104409773
2408,20.353,0.102107059
2409,20.263,0.101655546
2410,20.942,0.105061958
2411,19.808,0.099372899
2412,20.366,0.102172277
2413,20.629,0.103491697
2414,20.518,0.102934832
2415,20.621,0.103451563
2416,20.571,0.103200722
2417,20.616,0.103426479
2418,20.688,0.103787689
2419,20.643,0.103561932
2420,20.17,0.101188983
2421,20.808,0.104389706
2422,20.464,0.102663924
2423,21.411,0.10741484
2424,20.96,0.10515226
2425,19.973,0.100200672
2426,20.996,0.105332865
2427,20.612,0.103406411
2428,20.978,0.105242563
2429,21.25,0.106607134
2430,20.866,0.10468068
2431,20.754,0.104118798
2432,21.107,0.105889731
2433,20.522,0.102954899
2434,20.312,0.10190137
2435,20.375,0.102217428
2436,20.513,0.102909748
2437,20.683,0.103762605
2438,21.772,0.109225907
2439,20.656,0.103627151
2440,21.049,0.105598756
2441,20.438,0.102533487
2442,20.679,0.103742538
2443,20.768,0.104189033
2444,20.946,0.105082025
2445,21.754,0.109135604
2446,21.049,0.105598756
2447,20.478,0.102734159
